OTTERNO,DATE,YEAR,SITE,LAT,LONG,AGECLASS,AGE,SEX,WEIGHT,LENGTH,TG,SN,NC,TGPOS,SNPOS,NCPOS,NLCDV0,NLCDV11,NLCDV12,NLCDV21,NLCDV22,NLCDV23,NLCDV24,NLCDV31,NLCDV41,NLCDV42,NLCDV43,NLCDV51,NLCDV52,NLCDV90,NLCDV95,PD,HD,RD,NLCDV71,NLCDV81,NLCDV82,NLCDVSUM,imp5,imp50,imp,NLCDV72,LCIV0,LCIV1,LCIV5,LCIV6,LCIV8,LCIV10,LCIV12,LCIV13,LCIV14,LCIV15,LCIV16,LCIV17,LCIV18,LCIV19,CapID,REGION,ATOS_min,ATOS,ATOS_max,ATOS_dist,Long_move,Found,Diet.Name,Grp_6,N_bouts,N_dives,success_rt,urchin,abalone,mussel,clam,snail,crab_other,kelp_crab,cancer_crab,sand_crab,star,worm,chiton,sand_dollar,octopus,squid,misc_rocky,lobster,fishegg
703,37783,2003,MONT,NA,NA,A,10.35455168,F,20.85,119.5,40,40,40,0,0,0,0,0.005088691,NA,0.06373138,0.016988239,0.012577883,0.002560412,0.014330727,7.65E-05,0.114717582,0.108718813,NA,0.280575882,0.006719762,0.004717765,68.46234456,25.99027541,2.260873025,0.277088472,0.011955415,0.080152439,NA,0.054615456,0.014620918,1.917523472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703x37783,MBA,380,384,386,6,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,35864,1998,MONT,NA,NA,A,0,F,21.68,121,1280,80,80,1,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704x35864,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,35864,1998,MONT,NA,NA,SA,2.102669405,F,14.77,104.9,80,80,80,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705x35864,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,35907,1998,MONT,NA,NA,A,0,F,15.9,110.3,160,80,80,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706x35907,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,35907,1998,MONT,NA,NA,SA,0,M,11.68,99.5,20480,80,80,1,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707x35907,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,36348,1999,MONT,NA,NA,A,0,F,21,122,80,80,NA,0,0,0,0,0.005054548,NA,0.066242473,0.018421371,0.01335738,0.002678034,0.0140911,7.56E-05,0.118870349,0.107691241,NA,0.277975398,0.006638425,0.004657938,75.27888381,29.91169693,2.345496926,0.273769557,0.011749666,0.078726884,NA,0.058362796,0.015480972,2.042303784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708x36348,MBA,386,386,386,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,35907,1998,MONT,NA,NA,A,0,F,20.41,119.5,80,80,80,0,0,0,0,0.005054548,NA,0.066242473,0.018421371,0.01335738,0.002678034,0.0140911,7.56E-05,0.118870349,0.107691241,NA,0.277975398,0.006638425,0.004657938,75.27888381,29.91169693,2.345496926,0.273769557,0.011749666,0.078726884,NA,0.058362796,0.015480972,2.042303784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709x35907,MBA,386,386,386,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,35907,1998,MONT,NA,NA,A,0,F,16.82,113.5,80,80,80,0,0,0,0,0.005165226,NA,0.0630958,0.01684839,0.013505682,0.002881374,0.014722464,7.75E-05,0.105996096,0.109675284,NA,0.281599353,0.006841281,0.004812127,69.86435167,25.28632206,2.250178042,0.280553698,0.01219671,0.082028997,NA,0.055364881,0.015849703,1.999156524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710x35907,MBA,378,378,378,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,35908,1998,MONT,NA,NA,A,0,M,30.14,129.5,5120,640,80,1,1,0,0,0.004809116,NA,0.124848877,0.05276213,0.036434791,0.006930036,0.011787342,5.98E-05,0.149059112,0.086235839,NA,0.221027642,0.005515577,0.003980274,247.5742866,121.9982661,4.367079647,0.226120546,0.009151792,0.061277168,NA,0.152508449,0.041818838,5.436038469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711x35908,MBA,389,389,389,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,36174,1999,MONT,NA,NA,P,0,M,13.5,104.5,80,80,80,0,0,0,0,0.005129888,NA,0.062635898,0.016436941,0.012590943,0.002621302,0.014572369,7.77E-05,0.109972149,0.10931987,NA,0.281906243,0.006792827,0.004774933,66.50231509,24.39306002,2.227860946,0.279643093,0.012126869,0.081399,NA,0.053508426,0.014702017,1.898817821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728x36174,MBA,381,381,381,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,38603,2005,MONT,NA,NA,A,7.271731691,F,19,115.7,40,40,NA,0,0,0,0,0.005096034,NA,0.063418459,0.016816776,0.012516236,0.002556919,0.014377755,7.67E-05,0.113843751,0.108862788,NA,0.280922319,0.0067343,0.004729022,67.71304484,25.51079015,2.250703974,0.277647294,0.011991798,0.080409834,NA,0.054200011,0.014559486,1.905533983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729x38603,MBA,381,383.5,386,5,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,36187,1999,MONT,NA,NA,A,0,F,19.2,120.5,80,80,80,0,0,0,0,0.005088691,NA,0.06373138,0.016988239,0.012577883,0.002560412,0.014330727,7.65E-05,0.114717582,0.108718813,NA,0.280575882,0.006719762,0.004717765,68.46234456,25.99027541,2.260873025,0.277088472,0.011955415,0.080152439,NA,0.054615456,0.014620918,1.917523472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730x36187,MBA,384,384,384,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,36187,1999,MONT,NA,NA,P,0,M,11.2,98.5,80,80,80,0,0,0,0,0.005088691,NA,0.06373138,0.016988239,0.012577883,0.002560412,0.014330727,7.65E-05,0.114717582,0.108718813,NA,0.280575882,0.006719762,0.004717765,68.46234456,25.99027541,2.260873025,0.277088472,0.011955415,0.080152439,NA,0.054615456,0.014620918,1.917523472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731x36187,MBA,384,384,384,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,37168,2001,MONT,NA,NA,A,6.672142368,F,20,0,160,320,40,0,1,0,0,0.00517163,NA,0.063217478,0.016963541,0.013739838,0.002951208,0.014736166,7.81E-05,0.105449442,0.109708291,NA,0.281535937,0.006848645,0.004816743,70.78112841,25.56982812,2.256670697,0.280523907,0.012195862,0.082063238,NA,0.055863426,0.016146949,2.025549759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732x37168,MBA,374,377.5,381,7,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,36306,1999,MONT,NA,NA,A,4.31211499,F,21,115,80,80,80,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734x36306,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,36306,1999,MONT,NA,NA,P,0,F,10.4,94,80,80,80,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735x36306,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,37785,2003,MONT,NA,NA,A,8.361396304,F,20.6,118.2,2560,160,40,1,0,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736x37785,MBA,380,380,380,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,36279,1999,MONT,NA,NA,P,0,M,14.2,106.3,80,80,80,0,0,0,0,0.005154704,NA,0.06265444,0.016482154,0.012799067,0.0026883,0.014673905,7.59E-05,0.107035271,0.109536534,NA,0.282303074,0.006827626,0.004802364,67.05089621,24.41564793,2.228963543,0.280865151,0.012195807,0.081905658,NA,0.053843659,0.014971894,1.920239984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737x36279,MBA,380,380,380,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,36285,1999,MONT,NA,NA,A,4.254620123,F,19.6,117,80,80,80,0,0,0,0,0.004809116,NA,0.124848877,0.05276213,0.036434791,0.006930036,0.011787342,5.98E-05,0.149059112,0.086235839,NA,0.221027642,0.005515577,0.003980274,247.5742866,121.9982661,4.367079647,0.226120546,0.009151792,0.061277168,NA,0.152508449,0.041818838,5.436038469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738x36285,MBA,389,389,389,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,36285,1999,MONT,NA,NA,P,0,M,9.3,82.5,80,80,NA,0,0,0,0,0.004809116,NA,0.124848877,0.05276213,0.036434791,0.006930036,0.011787342,5.98E-05,0.149059112,0.086235839,NA,0.221027642,0.005515577,0.003980274,247.5742866,121.9982661,4.367079647,0.226120546,0.009151792,0.061277168,NA,0.152508449,0.041818838,5.436038469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739x36285,MBA,389,389,389,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,36285,1999,MONT,NA,NA,A,0,F,19,0,2560,80,NA,1,0,0,0,0.005116754,NA,0.062828855,0.016514039,0.012496292,0.002580978,0.014501611,7.73E-05,0.111437682,0.109175055,NA,0.281626892,0.006771547,0.00475826,66.57865841,24.63980447,2.232619153,0.278979698,0.012080978,0.081054104,NA,0.053561951,0.014568131,1.892697844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740x36285,MBA,382,382,382,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,36348,1999,MONT,NA,NA,P,0,M,9.1,91,80,80,NA,0,0,0,0,0.004809116,NA,0.124848877,0.05276213,0.036434791,0.006930036,0.011787342,5.98E-05,0.149059112,0.086235839,NA,0.221027642,0.005515577,0.003980274,247.5742866,121.9982661,4.367079647,0.226120546,0.009151792,0.061277168,NA,0.152508449,0.041818838,5.436038469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742x36348,MBA,389,389,389,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,38257,2004,MONT,NA,NA,A,11.65229295,M,29.4,125.4,2560,160,NA,1,0,0,0,0.005050349,NA,0.06670492,0.018689286,0.013521739,0.002706173,0.014059105,7.55E-05,0.119387286,0.107511953,NA,0.277511141,0.006626407,0.00464958,76.59171901,30.63775924,2.361290854,0.273265094,0.011719672,0.078521797,NA,0.059082209,0.015666107,2.067351541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743x38257,MBA,386,386.2,387,1,0,1,Snail,2,31,942,0.879950495,0.174440217,0,0,0.028281147,0.737504266,0.002394957,0.051112457,0.006013065,0,0,0,0,0,0,0,0.00025389,0,0
744,36306,1999,MONT,NA,NA,A,0,F,17.1,0,80,80,NA,0,0,0,0,0.005054548,NA,0.066242473,0.018421371,0.01335738,0.002678034,0.0140911,7.56E-05,0.118870349,0.107691241,NA,0.277975398,0.006638425,0.004657938,75.27888381,29.91169693,2.345496926,0.273769557,0.011749666,0.078726884,NA,0.058362796,0.015480972,2.042303784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744x36306,MBA,386,386,386,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,39352,2007,MONT,NA,NA,A,15.33744011,F,16.9,115.3,1280,640,NA,1,1,0,0,0.004309458,NA,0.054565967,0.011744087,0.006197502,0.001049861,0.010784359,1.02E-04,0.246673075,0.10089956,NA,0.28824984,0.006082653,0.003496645,41.85921052,18.48916835,1.979846239,0.20802351,0.007534207,0.050287755,NA,0.0367186,0.00695415,1.137391593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745x39352,MBA,412,417,422,10,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,36306,1999,MONT,NA,NA,P,0,M,9.3,91.5,2560,2560,NA,1,1,0,0,0.004637533,NA,0.055920145,0.012170455,0.00693356,0.001217199,0.012299673,9.68E-05,0.218779273,0.102335332,NA,0.288612509,0.006363262,0.003843348,44.46355314,18.77445465,2.02387834,0.220584326,0.008621632,0.057584909,NA,0.038233275,0.007834779,1.218896363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746x36306,MBA,412,412,412,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,36348,1999,MONT,NA,NA,P,0,M,9.7,88,80,80,NA,0,0,0,0,0.005054548,NA,0.066242473,0.018421371,0.01335738,0.002678034,0.0140911,7.56E-05,0.118870349,0.107691241,NA,0.277975398,0.006638425,0.004657938,75.27888381,29.91169693,2.345496926,0.273769557,0.011749666,0.078726884,NA,0.058362796,0.015480972,2.042303784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747x36348,MBA,386,386,386,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,36355,1999,MONT,NA,NA,A,4.446269678,F,21.1,12.4,5120,80,NA,1,0,0,0,0.003624191,NA,0.057174387,0.011516505,0.002699501,0.000352316,0.001071592,1.13E-04,0.422724654,0.108512718,NA,0.277740401,0.004138024,0.001635769,33.7560397,20.98226849,2.076471788,0.105052348,0.000734875,0.002909295,NA,0.036081583,0.002881375,0.882628524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748x36355,MBA,440,440,440,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,36355,1999,MONT,NA,NA,P,0,M,13.8,104,80,80,NA,0,0,0,0,0.003624191,NA,0.057174387,0.011516505,0.002699501,0.000352316,0.001071592,1.13E-04,0.422724654,0.108512718,NA,0.277740401,0.004138024,0.001635769,33.7560397,20.98226849,2.076471788,0.105052348,0.000734875,0.002909295,NA,0.036081583,0.002881375,0.882628524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749x36355,MBA,440,440,440,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,36356,1999,MONT,NA,NA,A,0,F,25.6,125,320,80,NA,1,0,0,0,0.004581829,NA,0.055680196,0.012087206,0.006794,0.00118563,0.012031032,9.76E-05,0.223752066,0.102122301,NA,0.288546746,0.006313006,0.003782569,43.95020811,18.70017396,2.016042851,0.218305994,0.008429529,0.056290255,NA,0.037943915,0.007668071,1.203430519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750x36356,MBA,413,413,413,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,36362,1999,MONT,NA,NA,A,4.465434634,F,19.4,119.2,80,80,NA,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752x36362,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,36362,1999,MONT,NA,NA,P,0,M,10.9,93.2,80,80,NA,0,0,0,0,0.004824619,NA,0.060313461,0.015038518,0.010186299,0.001991676,0.012896612,7.96E-05,0.147994842,0.109108719,NA,0.280694028,0.006415045,0.004399057,56.91986166,21.79295663,2.14200167,0.262282244,0.010958251,0.072816989,NA,0.04825755,0.011743969,1.627642901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753x36362,MBA,399,399,399,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,36425,1999,MONT,NA,NA,A,9.637234771,F,19.5,117.2,80,80,NA,0,0,0,0,0.005030179,NA,0.069487009,0.020308818,0.014553726,0.002888731,0.013897286,7.47E-05,0.121877472,0.106456143,NA,0.274752454,0.006561255,0.004605975,84.6056321,35.00963407,2.45671062,0.270510274,0.011559939,0.077436025,NA,0.063468654,0.016835238,2.222283198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754x36425,MBA,387,387,387,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,36425,1999,MONT,NA,NA,P,0,M,9.5,91.9,80,80,NA,0,0,0,0,0.005030179,NA,0.069487009,0.020308818,0.014553726,0.002888731,0.013897286,7.47E-05,0.121877472,0.106456143,NA,0.274752454,0.006561255,0.004605975,84.6056321,35.00963407,2.45671062,0.270510274,0.011559939,0.077436025,NA,0.063468654,0.016835238,2.222283198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755x36425,MBA,387,387,387,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,36425,1999,MONT,NA,NA,A,4.637919233,F,20.6,119,80,80,NA,0,0,0,0,0.003703659,NA,0.052004465,0.011091402,0.005251285,0.000830189,0.008640204,1.09E-04,0.286238082,0.098088971,NA,0.288521064,0.005684958,0.002864976,38.69370082,18.37146098,1.908933219,0.191200341,0.005961481,0.03980976,NA,0.034308397,0.00581691,1.023840699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756x36425,MBA,422,422,422,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,36425,1999,MONT,NA,NA,P,0,F,10.6,96,80,80,NA,0,0,0,0,0.003703659,NA,0.052004465,0.011091402,0.005251285,0.000830189,0.008640204,1.09E-04,0.286238082,0.098088971,NA,0.288521064,0.005684958,0.002864976,38.69370082,18.37146098,1.908933219,0.191200341,0.005961481,0.03980976,NA,0.034308397,0.00581691,1.023840699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757x36425,MBA,422,422,422,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,36426,1999,MONT,NA,NA,A,0,F,21.4,119,80,80,NA,0,0,0,0,0.003703659,NA,0.052004465,0.011091402,0.005251285,0.000830189,0.008640204,1.09E-04,0.286238082,0.098088971,NA,0.288521064,0.005684958,0.002864976,38.69370082,18.37146098,1.908933219,0.191200341,0.005961481,0.03980976,NA,0.034308397,0.00581691,1.023840699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758x36426,MBA,422,422,422,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,36426,1999,MONT,NA,NA,P,0,F,7.1,77.5,80,80,NA,0,0,0,0,0.003703659,NA,0.052004465,0.011091402,0.005251285,0.000830189,0.008640204,0.000109162,0.286238082,0.098088971,NA,0.288521064,0.005684958,0.002864976,38.69370082,18.37146098,1.908933219,0.191200341,0.005961481,0.03980976,NA,0.034308397,0.00581691,1.023840699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759x36426,MBA,422,422,422,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,37510,2002,MONT,NA,NA,A,11.60848734,F,20.25,122,40,40,40,0,0,0,0,0.004755668,NA,0.05949462,0.014577156,0.009674744,0.001879037,0.012507414,8.10E-05,0.156692586,0.108992969,NA,0.281074494,0.006345303,0.004308722,54.35961709,20.85111284,2.114357139,0.258233132,0.010653605,0.070729571,NA,0.046829319,0.011138353,1.564638009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760x37510,MBA,386,402.3333333,422,36,1,1,Crab,3,22,1165,0.518442623,0.068739754,0.332075476,0.00100006,0.016022197,0.001726183,0.082108503,0.092500921,0.377454206,0,0.007645782,0.002177547,0,0,0.009212827,0,0.009336543,0,0
761,36426,1999,MONT,NA,NA,P,0,M,12.3,97.4,80,80,NA,0,0,0,0,0.003703659,NA,0.052004465,0.011091402,0.005251285,0.000830189,0.008640204,1.09E-04,0.286238082,0.098088971,NA,0.288521064,0.005684958,0.002864976,38.69370082,18.37146098,1.908933219,0.191200341,0.005961481,0.03980976,NA,0.034308397,0.00581691,1.023840699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761x36426,MBA,422,422,422,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,36482,1999,MONT,NA,NA,A,9.793292266,F,19.3,113.5,5120,80,NA,1,0,0,0,0.005088691,NA,0.06373138,0.016988239,0.012577883,0.002560412,0.014330727,7.65E-05,0.114717582,0.108718813,NA,0.280575882,0.006719762,0.004717765,68.46234456,25.99027541,2.260873025,0.277088472,0.011955415,0.080152439,NA,0.054615456,0.014620918,1.917523472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762x36482,MBA,384,384,384,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,36482,1999,MONT,NA,NA,P,0,F,9.1,91.5,80,80,NA,0,0,0,0,0.005088691,NA,0.06373138,0.016988239,0.012577883,0.002560412,0.014330727,7.65E-05,0.114717582,0.108718813,NA,0.280575882,0.006719762,0.004717765,68.46234456,25.99027541,2.260873025,0.277088472,0.011955415,0.080152439,NA,0.054615456,0.014620918,1.917523472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763x36482,MBA,384,384,384,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
